City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Customer Age,Discount,Discount %,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Gastonia,Jonathan Doherty,Corporate,05-12-2013,3783,Not Specified,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,South,560,05-12-2013,Regular Air,North Carolina,28052,51,0.01,1,1,11,0.77,-40.25,92.14,2.83,8.12
Clarksville,Randy Ferguson,Corporate,28-10-2014,57287,Not Specified,Technology,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",Computer Peripherals,South,8019,29-10-2014,Regular Air,Tennessee,37042,58,0.03,3,1,11,0.42,56.1,472.12,1.99,40.97
Monroe,Sung Shariari,Corporate,25-04-2015,1217,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,South,183,26-04-2015,Regular Air,Louisiana,71203,64,0.07,7,1,25,0.4,185.21,662.16,1.99,28.48
Clarksville,Robert Dilbeck,Corporate,08-06-2014,5221,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,South,727,10-06-2014,Regular Air,Tennessee,37042,55,0.07,7,1,48,0.4,562.89,1347.63,1.99,28.48
High Point,Liz Carlisle,Corporate,17-07-2012,38982,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,South,5499,18-07-2012,Regular Air,North Carolina,27260,41,0.09,9,1,43,0.4,425.07,1114.42,1.99,28.48
Murray,Brian DeCherney,Corporate,21-05-2015,30343,Critical,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,West,4262,22-05-2015,Regular Air,Utah,84107,65,0,0,1,48,0.74,-60.98,1556.42,8.65,30.42
Mountain View,Alan Schoenberger,Corporate,02-05-2014,2978,Critical,Technology,Small Box,iDEN i550,Telephones and Communication,West,441,03-05-2014,Regular Air,California,94043,55,0.01,1,1,34,0.6,1312.038,6264.1855,19.99,205.99
Stockton,Giulietta Dortch,Corporate,16-11-2012,4931,Critical,Technology,Small Box,T18,Telephones and Communication,West,703,18-11-2012,Regular Air,California,95207,44,0.03,3,1,45,0.57,1371.744,4282.725,2.5,110.99
Post Falls,Tamara Manning,Corporate,02-06-2015,19652,Critical,Technology,Small Box,TIMEPORT P8767,Telephones and Communication,West,2723,04-06-2015,Regular Air,Idaho,83854,66,0.05,5,1,34,0.57,367.461,1829.8715,3.99,65.99
Pacifica,Helen Andreada,Corporate,03-11-2014,53056,Critical,Technology,Small Box,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Office Machines,West,7441,04-11-2014,Regular Air,California,94044,58,0.07,7,1,13,0.54,-51.1821,509.49,8.97,40.99
Kingman,Benjamin Patterson,Corporate,03-07-2013,23361,Critical,Technology,Small Box,8860,Telephones and Communication,West,3265,03-07-2013,Regular Air,Arizona,86401,48,0.07,7,1,7,0.56,-204.93,373.2775,5.26,65.99
Elk Plain,Liz Pelletier,Corporate,04-09-2014,9955,Critical,Technology,Small Box,T60,Telephones and Communication,West,1377,06-09-2014,Regular Air,Washington,98387,57,0.09,9,1,37,0.56,698.166,2912.015,4.9,95.99
Goleta,Damala Kotsonis,Corporate,12-04-2013,45409,Critical,Technology,Small Pack,Accessory29,Telephones and Communication,West,6395,15-04-2013,Regular Air,California,93117,46,0,0,1,50,0.83,10.998,893.1375,1.25,20.99
Arvada,Duane Noonan,Corporate,06-10-2012,57511,Critical,Technology,Small Pack,Accessory6,Telephones and Communication,West,8061,08-10-2012,Regular Air,Colorado,80004,43,0,0,1,11,0.8,-173.25,569.636,5,55.99
Paradise,Kean Thornton,Corporate,21-05-2014,6566,Critical,Technology,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,West,916,21-05-2014,Regular Air,California,95969,55,0.01,1,1,21,0.45,250.01,748.83,1.99,33.98
North Las Vegas,Chuck Clark,Corporate,10-07-2014,12481,Critical,Technology,Small Pack,Accessory31,Telephones and Communication,West,1741,10-07-2014,Regular Air,Nevada,89031,56,0.01,1,1,12,0.35,103.05,388.8665,0.99,35.99
Puyallup,Alan Dominguez,Corporate,10-09-2013,9796,Critical,Technology,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",Computer Peripherals,West,1341,11-09-2013,Regular Air,Washington,98373,49,0.02,2,1,29,0.42,501.99,1222.59,1.99,40.97
North Las Vegas,Chuck Clark,Corporate,10-07-2014,12481,Critical,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,West,1740,12-07-2014,Regular Air,Nevada,89031,56,0.04,4,1,37,0.48,215.8,744,1.99,20.89
Draper,Kelly Williams,Corporate,27-03-2013,58657,Critical,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,West,8203,29-03-2013,Regular Air,Utah,84020,46,0.04,4,1,43,0.42,519.7,1338.12,1.99,31.78
Chico,Luke Foster,Corporate,05-06-2013,31590,Critical,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,West,4433,06-06-2013,Regular Air,California,95928,47,0.06,6,1,5,0.52,-21.44,43.49,1.99,8.33
San Francisco,Karen Carlisle,Corporate,04-04-2015,7458,Critical,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,1023,06-04-2015,Regular Air,California,94110,63,0.06,6,1,9,0.54,-69.84,337.34,1.99,39.48
Temecula,Giulietta Dortch,Corporate,25-06-2013,22913,Critical,Technology,Wrap Bag,Accessory41,Telephones and Communication,West,3195,26-06-2013,Regular Air,California,92592,48,0.02,2,1,50,0.38,624.978,1579.028,5.99,35.99
Oregon City,Becky Pak,Corporate,02-12-2014,14563,Critical,Technology,Wrap Bag,Accessory41,Telephones and Communication,West,2044,03-12-2014,Regular Air,Oregon,97045,59,0.02,2,1,31,0.38,298.467,953.0455,5.99,35.99
Bozeman,Ken Dana,Corporate,29-09-2015,16518,Critical,Technology,Wrap Bag,Accessory34,Telephones and Communication,West,2291,02-10-2015,Regular Air,Montana,59715,70,0.03,3,1,36,0.55,832.194,2628.9225,0.99,85.99
Bremerton,Roy Phan,Corporate,14-04-2015,8609,Critical,Technology,Wrap Bag,Accessory37,Telephones and Communication,West,1178,15-04-2015,Regular Air,Washington,98310,64,0.04,4,1,4,0.81,-108.075,72.0035,2.5,20.99
Elk Plain,Liz Pelletier,Corporate,15-07-2014,32,High,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,West,5,17-07-2014,Regular Air,Washington,98387,56,0.04,4,1,23,0.6,-85.129,160.2335,5.03,7.99
Las Vegas,Chuck Clark,Corporate,11-02-2013,6850,High,Technology,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,West,944,12-02-2013,Regular Air,Nevada,89115,46,0.08,8,1,41,0.37,675.07,2088.5,10.17,51.98
Durango,Lauren Leatherbury,Corporate,21-04-2015,5095,High,Technology,Small Box,StarTAC 6500,Telephones and Communication,West,717,22-04-2015,Regular Air,Colorado,81301,64,0.01,1,1,7,0.59,-315.029,786.675,8.8,125.99
Encinitas,Shirley Jackson,Corporate,24-06-2012,39136,High,Technology,Small Box,StarTAC 7760,Telephones and Communication,West,5519,26-06-2012,Regular Air,California,92024,41,0.02,2,1,49,0.59,662.049,2693.514,3.99,65.99
Sierra Vista,Dianna Vittorini,Corporate,17-02-2014,10213,High,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,West,1407,19-02-2014,Regular Air,Arizona,85635,53,0.04,4,1,12,0.7,-79.18,464.57,4,39.98
Chico,Luke Foster,Corporate,01-10-2015,929,High,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,West,145,04-10-2015,Regular Air,California,95928,70,0.04,4,1,21,0.64,-100.16,227.66,6.5,10.97
Post Falls,Tamara Manning,Corporate,22-09-2014,18593,High,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,West,2574,23-09-2014,Regular Air,Idaho,83854,57,0.06,6,1,23,0.48,1579.34,6572.04,7.18,300.97
Lake Forest,Adam Hart,Corporate,11-12-2015,23555,High,Technology,Small Box,V 3600 Series,Telephones and Communication,West,3293,12-12-2015,Regular Air,California,92630,77,0.06,6,1,5,0.58,-254.782,284.4525,8.99,65.99
Wheat Ridge,Cynthia Delaney,Corporate,09-06-2014,11074,High,Technology,Small Box,3285,Telephones and Communication,West,1538,10-06-2014,Regular Air,Colorado,80033,55,0.07,7,1,44,0.59,1609.29,7164.7435,5.99,205.99
Pomona,Carlos Meador,Corporate,16-06-2013,12039,High,Technology,Small Box,TimeportP7382,Telephones and Communication,West,1668,18-06-2013,Regular Air,California,91767,47,0.1,10,1,13,0.56,-259.985,2048.568,8.99,205.99
Paradise,Kean Thornton,Corporate,27-01-2015,4804,High,Technology,Small Pack,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,West,691,28-01-2015,Regular Air,California,95969,61,0,0,1,13,0.45,103.26,463.83,1.99,33.98
Gilroy,Cynthia Voltz,Corporate,06-03-2015,13991,High,Technology,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,West,1957,08-03-2015,Regular Air,California,95020,62,0,0,1,24,0.71,-37.88,170.7,2.74,6.48
Carson City,Bobby Odegard,Corporate,15-07-2012,31043,High,Technology,Small Pack,Accessory20,Telephones and Communication,West,4356,16-07-2012,Regular Air,Nevada,89701,41,0,0,1,3,0.37,-302.225,221.4675,3.3,85.99
Fort Collins,Andrew Allen,Corporate,14-07-2013,2438,High,Technology,Small Pack,Accessory31,Telephones and Communication,West,352,16-07-2013,Regular Air,Colorado,80525,48,0.01,1,1,23,0.35,316.476,717.468,0.99,35.99
Lake Elsinore,Adam Hart,Corporate,18-04-2014,23301,High,Technology,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,West,3253,20-04-2014,Regular Air,California,92530,54,0.02,2,1,4,0.68,-27.13,28.46,3.85,5.98
Carson City,Bobby Odegard,Corporate,15-07-2012,31043,High,Technology,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",Computer Peripherals,West,4355,16-07-2012,Regular Air,Nevada,89701,41,0.02,2,1,49,0.42,299.33,772.42,1.99,15.28
Palo Alto,Katherine Ducich,Corporate,28-08-2015,52580,High,Technology,Small Pack,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,West,7376,30-08-2015,Regular Air,California,94306,68,0.04,4,1,16,0.46,74.2,367.09,1.99,22.98
Lewiston,Ricardo Block,Corporate,19-09-2013,358,High,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,63,19-09-2013,Regular Air,Idaho,83501,50,0.07,7,1,33,0.54,269.27,1235.87,1.99,39.48
Las Vegas,Chuck Clark,Corporate,11-02-2013,6850,High,Technology,Small Pack,TDK 4.7GB DVD-R,Computer Peripherals,West,943,11-02-2013,Regular Air,Nevada,89115,46,0.08,8,1,8,0.41,-7.23,81.56,1.99,10.01
Ogden,Brian DeCherney,Corporate,07-11-2014,36387,High,Technology,Small Pack,"IBM 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,West,5107,10-11-2014,Regular Air,Utah,84404,58,0.09,9,1,32,0.48,148.28,616.39,1.99,20.89
Arvada,Duane Noonan,Corporate,12-02-2015,38661,High,Technology,Small Pack,Accessory31,Telephones and Communication,West,5448,15-02-2015,Regular Air,Colorado,80004,61,0.09,9,1,6,0.35,-67.133,170.374,0.99,35.99
San Francisco,Juliana Krohn,Corporate,23-03-2015,44261,High,Technology,Wrap Bag,Accessory41,Telephones and Communication,West,6252,26-03-2015,Regular Air,California,94110,63,0.07,7,1,10,0.38,-17.413,306.663,5.99,35.99
Thousand Oaks,Jeremy Pistek,Corporate,10-01-2014,40420,High,Technology,Wrap Bag,Accessory21,Telephones and Communication,West,5711,12-01-2014,Regular Air,California,91360,52,0.08,8,1,50,0.37,450.018,886.363,0.99,20.99
San Francisco,Karen Carlisle,Corporate,09-01-2013,32932,Low,Technology,Large Box,Canon Image Class D660 Copier,Copiers and Fax,West,4629,13-01-2013,Regular Air,California,94110,45,0.05,5,1,49,0.44,12748.86,29884.6,24.49,599.99
Longmont,Art Miller,Corporate,16-11-2014,41413,Low,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,West,5837,23-11-2014,Regular Air,Colorado,80501,59,0.08,8,1,17,0.37,-597.21,10134.55,24.49,599.99
Camarillo,Victoria Pisteka,Corporate,08-01-2013,37668,Low,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,West,5289,08-01-2013,Regular Air,California,93010,45,0.01,1,1,33,0.39,-4.8459,478.27,7.51,13.99
Provo,Cari Sayre,Corporate,03-08-2014,35684,Low,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,West,5004,08-08-2014,Regular Air,Utah,84604,56,0.07,7,1,10,0.38,18.77,910.98,13.99,96.45
Moreno Valley,Grant Thornton,Corporate,12-02-2013,10080,Low,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,West,1390,19-02-2013,Regular Air,California,92553,46,0,0,1,20,0.75,-26.83,637.04,4,30.73
Billings,Ken Dana,Corporate,20-04-2013,11846,Low,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,West,1640,24-04-2013,Regular Air,Montana,59102,46,0.03,3,1,49,0.79,611.43,7319.85,4,152.48
Santa Ana,Bobby Trafton,Corporate,03-12-2014,56868,Low,Technology,Small Box,252,Telephones and Communication,West,7959,10-12-2014,Regular Air,California,92704,59,0.03,3,1,34,0.55,473.265,1947.4265,5.92,65.99
Gilroy,Brendan Murry,Corporate,02-09-2015,39808,Low,Technology,Small Box,i2000,Telephones and Communication,West,5619,06-09-2015,Regular Air,California,95020,68,0.03,3,1,31,0.6,868.473,3413.4555,2.5,125.99
Gillette,Jason Fortune,Corporate,06-05-2014,14883,Low,Technology,Small Box,i2000,Telephones and Communication,West,2083,15-05-2014,Regular Air,Wyoming,82716,55,0.03,3,1,47,0.6,1557.639,5126.418,2.5,125.99
La Mesa,Evan Henry,Corporate,25-11-2013,5189,Low,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,West,722,02-12-2013,Regular Air,California,91941,51,0.05,5,1,12,0.65,-221.12,900.06,14.52,73.98
Pendleton,Harold Dahlen,Corporate,10-01-2013,1280,Low,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,West,190,10-01-2013,Regular Air,Oregon,97801,45,0.05,5,1,40,0.78,-170.87,827.27,6.5,20.97
Menlo Park,Natalie Webber,Corporate,11-04-2013,55203,Low,Technology,Small Box,5190,Telephones and Communication,West,7702,11-04-2013,Regular Air,California,94025,46,0.05,5,1,18,0.59,0.711,994.4745,7.69,65.99
Grants Pass,Adam Shillingsburg,Corporate,12-09-2012,9888,Low,Technology,Small Box,TimeportP7382,Telephones and Communication,West,1355,19-09-2012,Regular Air,Oregon,97526,42,0.06,6,1,48,0.56,2568.096,8374.132,8.99,205.99
Burien,Roy Phan,Corporate,09-05-2015,13282,Low,Technology,Small Box,Fellowes EZ Multi-Media Keyboard,Computer Peripherals,West,1844,14-05-2015,Regular Air,Washington,98146,65,0.09,9,1,22,0.76,-126.6,763.85,7.53,34.98
Carlsbad,Karl Brown,Corporate,10-04-2013,5472,Low,Technology,Small Box,8890,Telephones and Communication,West,765,12-04-2013,Regular Air,California,92008,46,0.09,9,1,12,0.58,-182.974,1098.149,5.92,115.99
El Cajon,Roland Fjeld,Corporate,24-05-2013,2535,Low,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,West,364,26-05-2013,Regular Air,California,92020,47,0.08,8,1,6,0.49,-29.71,82.72,1.99,14.48
Murray,Brian DeCherney,Corporate,09-04-2014,11648,Low,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,West,1602,16-04-2014,Regular Air,Utah,84107,54,0.1,10,1,1,0.43,-90.94,32.51,1.99,35.41
Clearfield,Kelly Williams,Corporate,21-02-2014,5347,Medium,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,West,745,24-02-2014,Regular Air,Utah,84015,53,0.05,5,1,39,0.6,-108.185,276.029,5.03,7.99
Riverside,Deanra Eno,Corporate,11-02-2015,13157,Medium,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,West,1836,12-02-2015,Regular Air,California,92503,61,0.07,7,1,2,0.58,-102.432,38.93,4.81,20.99
West Linn,Maria Zettner,Corporate,19-06-2013,2503,Medium,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,West,360,21-06-2013,Regular Air,Oregon,97068,48,0.08,8,1,9,0.58,-73.744,162.1545,4.81,20.99
Durango,Lauren Leatherbury,Corporate,04-09-2013,18145,Medium,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,West,2493,05-09-2013,Regular Air,Colorado,81301,49,0,0,1,21,0.49,-55.6104,361.98,9.4,15.99
Clearfield,Kelly Williams,Corporate,21-02-2014,5347,Medium,Technology,Small Box,i470,Telephones and Communication,West,746,22-02-2014,Regular Air,Utah,84015,53,0.01,1,1,1,0.56,-796.763,187.204,5.26,205.99
Beverly Hills,Tim Taslimi,Corporate,22-02-2013,51362,Medium,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,West,7200,24-02-2013,Regular Air,California,90210,46,0.02,2,1,47,0.74,112.78,1501.8,4,30.97
Littleton,Art Miller,Corporate,27-06-2014,26277,Medium,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,West,3670,28-06-2014,Regular Air,Colorado,80122,56,0.02,2,1,17,0.45,-44.4,877.81,19.99,49.99
Idaho Falls,Shaun Chance,Corporate,03-09-2013,44005,Medium,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,West,6215,04-09-2013,Regular Air,Idaho,83402,49,0.02,2,1,7,0.52,-270.48,733.36,19.99,99.99
Durango,Lauren Leatherbury,Corporate,30-03-2014,20646,Medium,Technology,Small Box,Accessory35,Telephones and Communication,West,2862,01-04-2014,Regular Air,Colorado,81301,54,0.04,4,1,41,0.55,341.955,1204.0845,1.1,35.99
Spokane,Christine Abelman,Corporate,04-09-2012,25824,Medium,Technology,Small Box,T60,Telephones and Communication,West,3612,06-09-2012,Regular Air,Washington,99207,42,0.04,4,1,6,0.56,-258.225,507.5605,4.9,95.99
Prescott,Cindy Stewart,Corporate,25-07-2014,39111,Medium,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,West,5518,27-07-2014,Regular Air,Arizona,86301,56,0.05,5,1,20,0.48,1767.56,6004.35,7.18,300.97
Eugene,Tom Boeckenhauer,Corporate,07-05-2014,43686,Medium,Technology,Small Box,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,West,6166,08-05-2014,Regular Air,Oregon,97405,55,0.05,5,1,16,0.45,284.84,1313.64,6.13,83.1
Pacifica,Helen Andreada,Corporate,07-03-2015,55651,Medium,Technology,Small Box,T18,Telephones and Communication,West,7775,08-03-2015,Regular Air,California,94044,62,0.05,5,1,11,0.57,-117.612,995.724,2.5,110.99
Vallejo,Aleksandra Gannaway,Corporate,04-09-2012,11680,Medium,Technology,Small Box,2180,Telephones and Communication,West,1611,06-09-2012,Regular Air,California,94591,42,0.06,6,1,50,0.57,2031.507,7312.0315,8.99,175.99
Beverly Hills,Tim Taslimi,Corporate,27-08-2015,43682,Medium,Technology,Small Box,R280,Telephones and Communication,West,6165,29-08-2015,Regular Air,California,90210,68,0.06,6,1,14,0.55,62.163,1849.6,8.99,155.99
Everett,Ruben Dartt,Corporate,08-05-2015,52673,Medium,Technology,Small Box,2180,Telephones and Communication,West,7390,09-05-2015,Regular Air,Washington,98208,65,0.07,7,1,14,0.57,-4.675,2045.066,8.99,175.99
Long Beach,Brad Thomas,Corporate,20-08-2014,448,Medium,Technology,Small Box,iDENi80s,Telephones and Communication,West,74,22-08-2014,Regular Air,California,90805,57,0.09,9,1,22,0.59,-284.625,1162.4005,19.99,65.99
Eugene,Tom Boeckenhauer,Corporate,28-03-2015,26979,Medium,Technology,Small Box,I888 World Phone,Telephones and Communication,West,3786,30-03-2015,Regular Air,Oregon,97405,63,0.09,9,1,50,0.6,1174.383,6093.242,8.08,155.99
Cottage Lake,Jeremy Lonsdale,Corporate,15-04-2013,47524,Medium,Technology,Small Box,"IBM Numeric Access II Keypad, 17-Key, Black",Computer Peripherals,West,6681,17-04-2013,Regular Air,Washington,98072,46,0.1,10,1,8,0.75,-160.72,269.14,9.02,35.77
La Quinta,Janet Martin,Corporate,27-10-2015,23395,Medium,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,3272,29-10-2015,Regular Air,California,92253,71,0.01,1,1,31,0.54,376.47,1296.46,1.99,39.48
Clearfield,Kelly Williams,Corporate,21-02-2014,5347,Medium,Technology,Small Pack,Accessory8,Telephones and Communication,West,744,23-02-2014,Regular Air,Utah,84015,53,0.04,4,1,7,0.39,-60.665,525.555,1.25,85.99
Bozeman,Ken Dana,Corporate,03-07-2015,29761,Medium,Technology,Small Pack,Accessory13,Telephones and Communication,West,4184,04-07-2015,Regular Air,Montana,59715,66,0.06,6,1,48,0.57,446.994,1463.105,1.25,35.99
El Centro,Roland Fjeld,Corporate,01-12-2012,38594,Medium,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,West,5431,02-12-2012,Regular Air,California,92243,44,0.07,7,1,26,0.54,247.94,1011.9,1.99,39.48
Des Moines,Roy Phan,Corporate,22-09-2015,30913,Medium,Technology,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,West,4338,24-09-2015,Regular Air,Washington,98198,69,0.08,8,1,36,0.43,290.64,795.52,1.99,22.24
Sun City,Dianna Vittorini,Corporate,12-08-2015,20002,Medium,Technology,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,West,2765,13-08-2015,Regular Air,Arizona,85351,67,0.1,10,1,9,0.72,-30.47,41.03,2.39,4.77
San Francisco,Juliana Krohn,Corporate,11-05-2015,14851,Not Specified,Technology,Large Box,Canon Image Class D660 Copier,Copiers and Fax,West,2075,12-05-2015,Regular Air,California,94110,65,0.08,8,1,6,0.44,-1352.68,3378.18,24.49,599.99
Bullhead City,Quincy Jones,Corporate,27-10-2015,18918,Not Specified,Technology,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Office Machines,West,2617,28-10-2015,Regular Air,Arizona,86442,71,0.1,10,1,7,0.36,-221.7804,6362.94,13.99,999.99
Morgan Hill,Grant Thornton,Corporate,31-12-2013,18530,Not Specified,Technology,Small Box,i1000,Telephones and Communication,West,2564,02-01-2014,Regular Air,California,95037,52,0,0,1,25,0.58,286.362,1491.5205,5.99,65.99
Oregon City,Becky Pak,Corporate,05-09-2013,9639,Not Specified,Technology,Small Box,8290,Telephones and Communication,West,1320,05-09-2013,Regular Air,Oregon,97045,49,0,0,1,23,0.6,516.186,2610.894,5.63,125.99
Puyallup,Alan Dominguez,Corporate,10-09-2012,3746,Not Specified,Technology,Small Box,6160,Telephones and Communication,West,551,10-09-2012,Regular Air,Washington,98373,42,0,0,1,14,0.57,162.666,1463.0965,2.5,115.99
Moreno Valley,Grant Thornton,Corporate,06-09-2013,5702,Not Specified,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,West,799,08-09-2013,Regular Air,California,92553,49,0.01,1,1,20,0.52,199.73,2039.39,19.99,99.99
Lakewood,Adam Hart,Corporate,02-11-2012,42338,Not Specified,Technology,Small Box,SC-3160,Telephones and Communication,West,5968,04-11-2012,Regular Air,California,90712,44,0.01,1,1,32,0.59,344.133,1909.0065,8.99,65.99
Redondo Beach,David Bremer,Corporate,27-12-2012,40485,Not Specified,Technology,Small Box,StarTAC 7760,Telephones and Communication,West,5717,28-12-2012,Regular Air,California,90278,45,0.01,1,1,7,0.59,-190.421,388.7135,3.99,65.99
Laramie,Jason Fortune,Corporate,17-04-2014,39492,Not Specified,Technology,Small Box,2160i,Telephones and Communication,West,5577,20-04-2014,Regular Air,Wyoming,82070,54,0.01,1,1,31,0.59,1332.441,5347.9875,4.2,200.99
Moscow,Mike Pelletier,Corporate,13-03-2015,35173,Not Specified,Technology,Small Box,StarTAC ST7762,Telephones and Communication,West,4948,15-03-2015,Regular Air,Idaho,83843,62,0.02,2,1,13,0.57,29.556,1446.207,8.08,125.99
Elk Plain,Liz Pelletier,Corporate,09-03-2013,21735,Not Specified,Technology,Small Box,LX 788,Telephones and Communication,West,3024,12-03-2013,Regular Air,Washington,98387,46,0.02,2,1,14,0.58,-35.497,1819.153,8.99,155.99
Moreno Valley,Grant Thornton,Corporate,02-12-2015,13570,Not Specified,Technology,Small Box,LX 677,Telephones and Communication,West,1890,02-12-2015,Regular Air,California,92553,76,0.04,4,1,42,0.57,1086.957,4077.756,8.99,110.99
Vallejo,Aleksandra Gannaway,Corporate,07-02-2014,1637,Not Specified,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,West,241,07-02-2014,Regular Air,California,94591,53,0.07,7,1,10,0.52,-95.52,1024.29,19.99,99.99
Laguna Niguel,Adam Hart,Corporate,02-03-2014,16642,Not Specified,Technology,Small Box,V70,Telephones and Communication,West,2309,04-03-2014,Regular Air,California,92677,53,0.07,7,1,46,0.59,2027.682,7640.225,2.5,205.99
Lawndale,Adam Hart,Corporate,30-01-2013,52196,Not Specified,Technology,Small Box,StarTAC Series,Telephones and Communication,West,7324,01-02-2013,Regular Air,California,90260,45,0.08,8,1,10,0.55,-97.196,547.0005,3.9,65.99
San Francisco,Juliana Krohn,Corporate,11-05-2015,14851,Not Specified,Technology,Small Box,Talkabout T8367,Telephones and Communication,West,2076,13-05-2015,Regular Air,California,94110,65,0.08,8,1,26,0.56,156.114,1443.266,8.99,65.99
Wheat Ridge,Cynthia Delaney,Corporate,29-06-2015,23685,Not Specified,Technology,Small Box,Phone 918,Telephones and Communication,West,3316,30-06-2015,Regular Air,Colorado,80033,66,0.08,8,1,46,0.59,2229.48,7928.562,5,205.99
Berkeley,Tim Taslimi,Corporate,18-12-2014,25378,Not Specified,Technology,Small Box,R289LX,Telephones and Communication,West,3561,20-12-2014,Regular Air,California,94704,60,0.09,9,1,48,0.57,803.601,3713.0125,7.69,95.99
Scottsdale,Craig Yedwab,Corporate,09-09-2014,34151,Not Specified,Technology,Small Box,TimeportP7382,Telephones and Communication,West,4802,10-09-2014,Regular Air,Arizona,85254,57,0.1,10,1,26,0.56,501.543,4097.1445,8.99,205.99
Thousand Oaks,Jeremy Pistek,Corporate,24-07-2012,9092,Not Specified,Technology,Small Box,T60,Telephones and Communication,West,1252,25-07-2012,Regular Air,California,91360,41,0.1,10,1,8,0.56,-268.664,599.2075,4.9,95.99
El Cajon,Roland Fjeld,Corporate,01-09-2015,25797,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,West,3607,03-09-2015,Regular Air,California,92020,68,0,0,1,28,0.42,368.86,925.43,1.99,31.78
Pahrump,Chuck Clark,Corporate,31-08-2012,20128,Not Specified,Technology,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,Computer Peripherals,West,2789,02-09-2012,Regular Air,Nevada,89041,42,0,0,1,32,0.49,48.47,279.43,1.99,8.5
